SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,URL,SOURCE,MLS#,LATITUDE,LONGITUDE
,Single Family Residential,98 Manatee Rd,Hingham,MA,2043,1135000,4,2.5,,2204,21734,1980,,515,,,http://www.redfin.com/MA/Hingham/98-Manatee-Rd-02043/home/16362914,,,42.2215608,-70.912186
January-30-2018,Single Family Residential,7 Dwiggins Pathe,Hingham,MA,2043,1469000,4,5,Conservatory Park,5668,41709,1996,30,259,8,Sold,http://www.redfin.com/MA/Hingham/7-Dwiggins-Pathe-02043/home/16363548,MLS PIN,72137158,42.2302507,-70.9099567
June-7-2017,Single Family Residential,50 Dutchs Way,Dennis,MA,2660,1005000,3,3,Dennis,2740,20909,1979,267,367,,Sold,http://www.redfin.com/MA/Dennis/50-Dutchs-Way-02660/home/113375964,MLS PIN,72128248,41.6841824,-70.1586332
,Single Family Residential,10 S Village Cir,Dennis,MA,2670,1465000,5,2.5,,2491,18426,1950,,588,,,http://www.redfin.com/MA/Dennis/10-S-Village-Cir-02670/home/113609046,,,41.6598592,-70.1576147
June-8-2017,Single Family Residential,10 Uncle Stephens Rd,Dennis,MA,2670,1960000,4,5.5,West Dennis,4834,65664,2016,266,405,,Sold,http://www.redfin.com/MA/Dennis/10-Uncle-Stephens-Rd-02670/home/108452209,MLS PIN,71921495,41.6528047,-70.1674659
June-16-2017,Single Family Residential,107 Fisk St,Dennis,MA,2670,1049000,4,3,West Dennis,2723,48351,1890,258,385,,Sold,http://www.redfin.com/MA/Dennis/107-Fisk-St-02670/home/77339091,CCIMLS,21510406,41.6588642,-70.1734181
May-12-2017,Single Family Residential,7 Vincent Way,Edgartown,MA,2539,1310000,4,3,Edgartown,4814,34848,1993,293,272,,Sold,http://www.redfin.com/MA/Edgartown/7-Vincent-Way-02539/home/113386922,CCIMLS,21710175,41.3656931,-70.5250177
June-26-2017,Single Family Residential,8 Armstrong Ln,Edgartown,MA,2539,4500000,4,3,Edgartown,1488,25700,1965,248,3024,,Sold,http://www.redfin.com/MA/Edgartown/8-Armstrong-Ln-02539/home/113666094,CCIMLS,21710857,41.383959,-70.504469
July-14-2017,Single Family Residential,22 Fox Hill Rd,Chatham,MA,2633,1010000,4,3.5,Chatham,2549,49614,1984,230,396,,Sold,http://www.redfin.com/MA/Chatham/22-Fox-Hill-Rd-02633/home/77386564,MLS PIN,72161073,41.7100594,-69.9882812
March-27-2017,Single Family Residential,23 Rover Run,Chatham,MA,2650,1649000,5,3,North Chatham,2500,32191,1972,339,660,,Sold,http://www.redfin.com/MA/Chatham/23-Rover-Run-02650/home/113110571,MLS PIN,72119668,41.705379,-69.971771
,Other,1 Goldfinch Dr,Nantucket,MA,2554,1025000,,,,,11098,,,,,,http://www.redfin.com/MA/Nantucket/1-Goldfinch-Dr-02554/home/77372965,,,41.2625574,-70.0729458
,Single Family Residential,83 Sheridan Cir,Winchester,MA,1890,1085000,4,2.5,,2814,6601,2017,,386,,,http://www.redfin.com/MA/Winchester/83-Sheridan-Cir-01890/home/11454394,,,42.464926,-71.146448
March-20-2017,Single Family Residential,167 Athens St,Boston,MA,2127,1050000,3,2.5,South Boston,1628,1156,1890,346,645,,Sold,http://www.redfin.com/MA/Boston/167-Athens-St-02127/home/9200083,MLS PIN,72118288,42.3404809,-71.0524889
,Townhouse,12 Hutchinson Ln,Quincy,MA,2171,1028625,3,3,,3928,,1999,,262,,,http://www.redfin.com/MA/Quincy/12-Hutchinson-Ln-02171/home/9030578,,,42.2958814,-71.0275601
,Single Family Residential,41 Maxwell Ave,Norwood,MA,2062,1365000,4,5,,4124,19451,2016,,331,,,http://www.redfin.com/MA/Norwood/41-Maxwell-Ave-02062/home/113558100,,,42.2089028,-71.1873916
,Single Family Residential,11 Cushing St,Newton Highlands,MA,2461,1001018,3,2,,1512,10123,1957,,662,,,http://www.redfin.com/MA/Newton-Highlands/11-Cushing-St-02461/home/11448813,,,42.3231757,-71.202243
August-4-2017,Single Family Residential,24 Ferncroft Rd,Newton,MA,2468,2200000,5,3.5,Waban,4380,10008,1937,209,502,,Sold,http://www.redfin.com/MA/Waban/24-Ferncroft-Rd-02468/home/11450757,MLS PIN,72166208,42.3311561,-71.2206213
October-10-2017,Single Family Residential,592 Chestnut St,Newton,MA,2468,1400000,4,3.5,Waban,3112,24770,1915,142,450,,Sold,http://www.redfin.com/MA/Waban/592-Chestnut-St-02468/home/11451005,MLS PIN,72214298,42.3295362,-71.2255406
April-14-2017,Single Family Residential,14 Glastonbury Oval,Newton,MA,2468,1784250,4,3.5,Newton,5000,9346,1915,321,357,,Sold,http://www.redfin.com/MA/Waban/14-Glastonbury-Oval-02468/home/11451155,MLS PIN,72114476,42.3295662,-71.2206677
October-30-2017,Single Family Residential,65 Upland Rd,Newton,MA,2468,1968000,5,4,Waban,4820,15411,2000,122,408,,Sold,http://www.redfin.com/MA/Newton/65-Upland-Rd-02460/home/11451455,MLS PIN,72227697,42.327858,-71.222301
January-5-2018,Single Family Residential,105 Pine Ridge Rd,Newton,MA,2468,1100000,3,3,Waban,2400,13560,1940,55,458,,Sold,http://www.redfin.com/MA/Waban/105-Pine-Ridge-Rd-02468/home/11451486,MLS PIN,72242994,42.3280242,-71.2251693
June-26-2017,Single Family Residential,652 Chestnut St,Newton,MA,2468,1072500,4,1.5,Waban,2008,11995,1907,248,534,,Sold,http://www.redfin.com/MA/Waban/652-Chestnut-St-02468/home/11451561,MLS PIN,72165991,42.3274731,-71.2258655
December-20-2017,Single Family Residential,251 Plymouth Rd,Newton,MA,2461,2000000,5,3.5,Newton Highlands,4474,10307,2017,71,447,,Sold,http://www.redfin.com/MA/Newton-Highlands/251-Plymouth-Rd-02461/home/11454790,MLS PIN,72124970,42.3217027,-71.216018
October-30-2017,Single Family Residential,35 Bradford Rd,Newton,MA,2461,1300000,5,3.5,Newton Highlands,2974,8400,1894,122,437,,Sold,http://www.redfin.com/MA/Newton-Highlands/35-Bradford-Rd-02461/home/11454848,MLS PIN,72211014,42.3223224,-71.216897
October-10-2017,Single Family Residential,120 Waban Ave,Newton,MA,2468,1655000,5,3.5,Waban,3570,10750,1925,142,464,,Sold,http://www.redfin.com/MA/Waban/120-Waban-Ave-02468/home/11457468,MLS PIN,72210946,42.3243613,-71.2360287
August-24-2017,Single Family Residential,692 Beacon St,Newton,MA,2459,1244200,4,3.5,Newton Center,2805,14940,1925,189,444,,Sold,http://www.redfin.com/MA/Newton/692-Beacon-St-02459/home/11459821,MLS PIN,72187242,42.3307779,-71.1887836
October-10-2017,Single Family Residential,36 Pine Crest Rd,Newton,MA,2459,1610000,4,3.5,Crystal Lake area,2740,7022,1923,142,588,,Sold,http://www.redfin.com/MA/Newton-Centre/36-Pine-Crest-Rd-02459/home/11460688,MLS PIN,72223749,42.3290419,-71.2054186
November-10-2017,Single Family Residential,125 Parker St,Newton,MA,2459,1095000,4,2,Newton,2545,6250,1920,111,430,,Sold,http://www.redfin.com/MA/Newton-Centre/125-Parker-St-02459/home/11461268,MLS PIN,72215785,42.3230647,-71.194353
August-25-2017,Single Family Residential,60 Allerton Rd,Newton,MA,2459,1369000,4,3.5,Newton,3446,12272,1930,188,397,,Sold,http://www.redfin.com/MA/Newton-Centre/60-Allerton-Rd-02459/home/11461496,MLS PIN,72182331,42.3236027,-71.1986229
,Single Family Residential,935 Beacon St,Newton Centre,MA,2459,1700000,5,2,,3347,19478,1885,,508,,,http://www.redfin.com/MA/Newton-Centre/935-Beacon-St-02459/home/11466032,,,42.3308007,-71.199876
,Single Family Residential,36 Tamworth Rd,Waban,MA,2468,1625000,5,5,,2088,13060,1910,,778,,,http://www.redfin.com/MA/Waban/36-Tamworth-Rd-02468/home/11497494,,,42.3212601,-71.2275826
November-30-2017,Single Family Residential,17 Locksley Rd,Newton,MA,2459,1250000,4,3.5,Newton Center,2331,8500,1927,91,536,,Sold,http://www.redfin.com/MA/Newton-Centre/17-Locksley-Rd-02459/home/11497815,MLS PIN,72235066,42.3250252,-71.1984533
March-31-2017,Single Family Residential,218 Bridle Trail Rd,Needham,MA,2492,1870000,6,5.5,Saddlebrook Estates,7100,43560,1997,335,263,,Sold,http://www.redfin.com/MA/Needham/218-Bridle-Trail-Rd-02492/home/8942347,MLS PIN,71984335,42.2722338,-71.2589777
June-28-2017,Single Family Residential,19 Pegan Ln,Dover,MA,2030,1550000,5,5,Dover,3233,435600,1971,246,479,,Sold,http://www.redfin.com/MA/Dover/19-Pegan-Ln-02030/home/11707412,MLS PIN,72136130,42.2464097,-71.3021574
,Single Family Residential,250 Stratford Rd,Needham,MA,2492,1190000,5,3.5,,4525,43560,1981,,263,,,http://www.redfin.com/MA/Needham/250-Stratford-Rd-02492/home/8941806,,,42.2640803,-71.255373
July-14-2017,Single Family Residential,42 Springdale Ave,Dover,MA,2030,1082500,4,2.5,Dover,4419,77297,1995,230,245,,Sold,http://www.redfin.com/MA/Dover/42-Springdale-Ave-02030/home/11707619,MLS PIN,72123305,42.2453407,-71.2865973
August-25-2017,Single Family Residential,35 Marshall Rd,Wellesley,MA,2482,1780000,4,4.5,Wellesley,4600,10552,2016,188,387,,Sold,http://www.redfin.com/MA/Wellesley/35-Marshall-Rd-02482/home/8995494,MLS PIN,72173235,42.299464,-71.309614
August-29-2017,Single Family Residential,91 Winding River Rd,Needham,MA,2492,1560000,4,3,Needham,3200,60984,1958,184,488,,Sold,http://www.redfin.com/MA/Needham/91-Winding-River-Rd-02492/home/8944129,MLS PIN,72173218,42.2711791,-71.2947019
March-17-2017,Single Family Residential,12 Apple Ridge Dr,Natick,MA,1760,1292000,4,3.5,South Natick,3774,72832,1991,349,342,,Sold,http://www.redfin.com/MA/Natick/12-Apple-Ridge-Dr-01760/home/11674051,MLS PIN,72109128,42.2534635,-71.3132652
August-29-2017,Single Family Residential,11 Parsons Way,Natick,MA,1760,1000000,4,3.5,South Natick,3908,48787,1982,184,256,,Sold,http://www.redfin.com/MA/Natick/11-Parsons-Way-01760/home/11681166,MLS PIN,72197171,42.2710361,-71.3195984
June-28-2017,Single Family Residential,172 Concord St,Newton,MA,2462,1295000,5,3.5,Newton,3737,11040,1880,246,347,,Sold,http://www.redfin.com/MA/Newton/172-Concord-St-02462/home/11438948,MLS PIN,72148876,42.3278666,-71.2609484
December-15-2017,Single Family Residential,5 Shelley Rd,Wellesley,MA,2481,1116350,3,2,"The ""Poets"" neighborhood",2146,15830,1937,76,520,,Sold,http://www.redfin.com/MA/Wellesley-Hills/5-Shelley-Rd-02481/home/8964719,MLS PIN,72250238,42.3174158,-71.2525492
June-27-2017,Single Family Residential,8 Thackeray Rd,Wellesley,MA,2481,2047500,5,4.5,Wellesley,4933,16400,2005,247,415,,Sold,http://www.redfin.com/MA/Wellesley-Hills/8-Thackeray-Rd-02481/home/8965516,MLS PIN,72058700,42.318727,-71.2537093
June-9-2017,Single Family Residential,295 Worcester St,Wellesley,MA,2481,1025000,5,4.5,Wellesley,4569,25876,1982,265,224,,Sold,http://www.redfin.com/MA/Wellesley-Hills/295-Worcester-St-02481/home/11724518,MLS PIN,72122080,42.3151916,-71.256656
May-2-2017,Single Family Residential,27 Priscilla Rd,Wellesley,MA,2481,2040000,5,4.5,Sheridan Estates,5300,15680,2016,303,385,,Sold,http://www.redfin.com/MA/Wellesley-Hills/27-Priscilla-Rd-02481/home/8966104,MLS PIN,72098566,42.3115024,-71.2564936
September-22-2017,Single Family Residential,309 Walnut St,Wellesley,MA,2481,1400000,6,4.5,Poets,4596,9723,1900,160,305,,Sold,http://www.redfin.com/MA/Wellesley-Hills/309-Walnut-St-02481/home/8968580,MLS PIN,72196732,42.3208891,-71.2621085
June-28-2017,Single Family Residential,30 Pine St,Wellesley,MA,2481,1799999,5,3.5,Wellesley,4200,13550,1925,246,429,,Sold,http://www.redfin.com/MA/Wellesley-Hills/30-Pine-St-02481/home/8969766,MLS PIN,72152925,42.3192059,-71.2686514
October-16-2017,Single Family Residential,33 Woodlawn Ave,Wellesley,MA,2481,1400000,5,3.5,Wellesley Farms,4304,17925,1952,136,325,,Sold,http://www.redfin.com/MA/Wellesley-Hills/33-Woodlawn-Ave-02481/home/8970141,MLS PIN,72153470,42.3164891,-71.2702919
November-6-2017,Single Family Residential,10 Ordway Rd,Wellesley,MA,2481,1575000,5,4,Country Club,3913,15870,1928,115,403,,Sold,http://www.redfin.com/MA/Wellesley-Hills/10-Ordway-Rd-02481/home/8971103,MLS PIN,72222381,42.3012994,-71.2702755
April-28-2017,Single Family Residential,16 River Glen Rd,Wellesley,MA,2481,2225000,6,5.5,Wellesley,5284,16827,2010,307,421,,Sold,http://www.redfin.com/MA/Wellesley-Hills/16-River-Glen-Rd-02481/home/8971866,MLS PIN,72070986,42.324691,-71.2704849
December-1-2017,Single Family Residential,15 Fuller Rd,Wellesley,MA,2481,1715750,5,3.5,Farms,4400,11077,1914,90,390,,Sold,http://www.redfin.com/MA/Wellesley/15-Fuller-Rd-02481/home/8972184,MLS PIN,72107495,42.3180675,-71.2711571
December-15-2017,Single Family Residential,73 Forest St,Wellesley,MA,2481,1842500,5,5,Country Club,4280,25578,1955,76,430,,Sold,http://www.redfin.com/MA/Wellesley-Hills/73-Forest-St-02481/home/8972947,MLS PIN,72228358,42.3041903,-71.2744053
June-23-2017,Single Family Residential,21 Carisbrooke Rd,Wellesley,MA,2481,3195000,3,4.5,Wellesley,3007,51155,1950,251,1063,,Sold,http://www.redfin.com/MA/Wellesley-Hills/21-Carisbrooke-Rd-02481/home/8973906,MLS PIN,72176568,42.3223869,-71.2754958
December-15-2017,Single Family Residential,17 Garden Rd,Wellesley,MA,2481,2750000,5,7,Wellesley Farms,6430,20735,2015,76,428,,Sold,http://www.redfin.com/MA/Wellesley-Hills/17-Garden-Rd-02481/home/11831427,MLS PIN,72181983,42.3141372,-71.2767254
December-28-2017,Single Family Residential,7 Garden Rd,Wellesley,MA,2481,1030000,4,2.5,Wellesley,3410,20241,1986,63,302,,Sold,http://www.redfin.com/MA/Wellesley/7-Garden-Rd-02481/home/8974378,MLS PIN,72233678,42.3133388,-71.2764006
August-31-2017,Single Family Residential,69 Forest St,Wellesley,MA,2481,2300000,4,4.5,Country Club,4200,14694,2017,182,548,,Sold,http://www.redfin.com/MA/Wellesley-Hills/69-Forest-St-02481/home/8974891,MLS PIN,72108103,42.3044917,-71.2748693
June-5-2017,Single Family Residential,57 Eisenhower Cir,Wellesley,MA,2482,1233775,4,2.5,Wellesley,3040,24479,1973,269,406,,Sold,http://www.redfin.com/MA/Wellesley/57-Eisenhower-Cir-02482/home/8975500,MLS PIN,72134095,42.2903619,-71.275983
November-28-2017,Single Family Residential,535 Worcester St,Wellesley,MA,2482,1595000,6,4,Wellesley,6711,57628,1875,93,238,,Sold,http://www.redfin.com/MA/Wellesley-Hills/535-Worcester-St-02481/home/8976366,MLS PIN,72245539,42.3100475,-71.2828968
August-16-2017,Single Family Residential,5 Shaw Rd,Wellesley,MA,2481,1075000,4,2.5,Wellesley,2422,10883,1935,197,444,,Sold,http://www.redfin.com/MA/Wellesley-Hills/5-Shaw-Rd-02481/home/8977026,MLS PIN,72153260,42.3082296,-71.2815976
June-28-2017,Single Family Residential,1 Woodridge Rd,Wellesley,MA,2482,1329000,4,2.5,Dana Hall,2632,12000,1939,246,505,,Sold,http://www.redfin.com/MA/Wellesley/1-Woodridge-Rd-02482/home/8977841,MLS PIN,72141184,42.2925794,-71.2822936
December-26-2017,Single Family Residential,49 Sawyer Rd,Wellesley,MA,2481,1250000,6,4.5,Cliff Estates,3564,14690,1930,65,351,,Sold,http://www.redfin.com/MA/Wellesley-Hills/49-Sawyer-Rd-02481/home/8979272,MLS PIN,72157565,42.3122724,-71.2839641
March-30-2017,Single Family Residential,14 Windemere Rd,Wellesley,MA,2481,1195000,4,2,Wellesley,2486,11859,1955,336,481,,Sold,http://www.redfin.com/MA/Wellesley-Hills/14-Windemere-Rd-02481/home/8979341,MLS PIN,72088780,42.3057146,-71.2858665
April-28-2017,Single Family Residential,23 Westwood Rd,Wellesley,MA,2482,1570000,5,3.5,Dana Hall,3553,20922,1960,307,442,,Sold,http://www.redfin.com/MA/Wellesley/23-Westwood-Rd-02482/home/8981141,MLS PIN,72121646,42.291526,-71.2844281
August-25-2017,Single Family Residential,117 Grove St,Wellesley,MA,2482,1320000,4,3.5,Wellesley,4508,16500,1930,188,293,,Sold,http://www.redfin.com/MA/Wellesley/117-Grove-St-02482/home/8983767,MLS PIN,72159302,42.2908908,-71.2903673
June-30-2017,Single Family Residential,87 Hampshire Rd,Wellesley,MA,2481,1343700,5,3.5,Cliff Estates,3080,21033,1952,244,436,,Sold,http://www.redfin.com/MA/Wellesley-Hills/87-Hampshire-Rd-02481/home/8984779,MLS PIN,72158355,42.3134201,-71.2949609
September-5-2017,Single Family Residential,65 Bristol Rd,Wellesley,MA,2481,4100000,5,7,Cliff Estates,7763,30744,2017,177,528,,Sold,http://www.redfin.com/MA/Wellesley-Hills/65-Bristol-Rd-02481/home/8984810,MLS PIN,72179692,42.3127589,-71.2932442
November-21-2017,Single Family Residential,193 Lowell Rd,Wellesley,MA,2481,2500000,5,6,Wellesley Hills,7200,20021,2016,100,347,,Sold,http://www.redfin.com/MA/Wellesley-Hills/193-Lowell-Rd-02481/home/8985170,MLS PIN,72072385,42.3087037,-71.2956569
,Single Family Residential,163 Lowell Rd,Wellesley Hills,MA,2481,1035000,3,1.5,,1566,20139,2017,,661,,,http://www.redfin.com/MA/Wellesley-Hills/163-Lowell-Rd-02481/home/8985205,,,42.309843,-71.294033
July-28-2017,Single Family Residential,20 Abbott St,Wellesley,MA,2482,1102000,4,2.5,Wellesley,2406,5646,1872,216,458,,Sold,http://www.redfin.com/MA/Wellesley/20-Abbott-St-02482/home/8985934,MLS PIN,72160660,42.293879,-71.2955177
August-1-2017,Single Family Residential,9 Cottage St,Wellesley,MA,2482,1325000,6,2.5,Historic District,2528,11596,1888,212,524,,Sold,http://www.redfin.com/MA/Wellesley/9-Cottage-St-02482/home/8986222,MLS PIN,72120913,42.291877,-71.2949493
,Single Family Residential,62 Denton Rd,Wellesley,MA,2482,1280000,5,3.5,,2574,6333,1932,,497,,,http://www.redfin.com/MA/Wellesley/62-Denton-Rd-02482/home/11725665,,,42.2920041,-71.2936618
August-8-2017,Single Family Residential,10 Vane St,Wellesley,MA,2482,1375000,5,3.5,Dana Hall,2853,12200,1924,205,482,,Sold,http://www.redfin.com/MA/Wellesley/10-Vane-St-02482/home/8986767,MLS PIN,72110899,42.2864794,-71.293105
June-15-2017,Single Family Residential,174 Winding River Rd,Wellesley,MA,2482,2650000,5,5,Wellesley,5812,57064,1968,259,456,,Sold,http://www.redfin.com/MA/Wellesley/174-Winding-River-Rd-02482/home/8987132,MLS PIN,71980582,42.2745346,-71.2955177
May-2-2017,Single Family Residential,60 Suffolk Rd,Wellesley,MA,2481,3000000,6,7,Wellesley,7220,20593,2016,303,416,,Sold,http://www.redfin.com/MA/Wellesley-Hills/60-Suffolk-Rd-02481/home/8987737,MLS PIN,71990561,42.3132999,-71.2993225
December-4-2017,Single Family Residential,51 Crown Ridge Rd,Wellesley,MA,2482,1401000,4,2.5,College Heights,3000,12556,1955,87,467,,Sold,http://www.redfin.com/MA/Wellesley/51-Crown-Ridge-Rd-02482/home/8991082,MLS PIN,72223030,42.3030993,-71.3005753
August-8-2017,Single Family Residential,82 Pilgrim Rd,Wellesley,MA,2481,2400000,5,5.5,Wellesley,5500,15340,2015,205,436,,Sold,http://www.redfin.com/MA/Wellesley-Hills/82-Pilgrim-Rd-02481/home/11726066,MLS PIN,72148801,42.310464,-71.3080918
August-15-2017,Single Family Residential,10 Haven Rd,Wellesley,MA,2481,1920000,5,4.5,Wellesley,4950,11234,2017,198,388,,Sold,http://www.redfin.com/MA/Wellesley-Hills/10-Haven-Rd-02481/home/8992187,MLS PIN,72163130,42.3070411,-71.3078599
June-23-2017,Single Family Residential,59 Cleveland Rd,Wellesley,MA,2481,1895000,5,4.5,Wellesley,4700,10507,2016,251,403,,Sold,http://www.redfin.com/MA/Wellesley-Hills/59-Cleveland-Rd-02481/home/11831642,MLS PIN,72139639,42.3074442,-71.3080454
January-12-2018,Single Family Residential,9 Fisher Ave,Wellesley,MA,2482,1850000,4,4.5,Wellesley,4097,17189,2005,48,452,,Sold,http://www.redfin.com/MA/Wellesley/9-Fisher-Ave-02482/home/11831694,MLS PIN,72238469,42.3023476,-71.3105741
July-7-2017,Single Family Residential,43 Macarthur Rd,Wellesley,MA,2482,2100000,4,4.5,Wellesley,4800,11062,2017,237,438,,Sold,http://www.redfin.com/MA/Wellesley/43-MacArthur-Rd-02482/home/8995302,MLS PIN,72116688,42.3008519,-71.3123488
August-18-2017,Single Family Residential,42 Northgate Rd,Wellesley,MA,2481,1275000,4,3,Wellesley,2994,10009,1952,195,426,,Sold,http://www.redfin.com/MA/Wellesley-Hills/42-Northgate-Rd-02481/home/8995841,MLS PIN,72173104,42.316897,-71.3142419
August-8-2017,Single Family Residential,6 Boulder Brook Rd,Wellesley,MA,2481,1190000,4,3.5,Wellesley,2813,10893,1947,205,423,,Sold,http://www.redfin.com/MA/Wellesley-Hills/6-Boulder-Brook-Rd-02481/home/11726339,MLS PIN,72182835,42.3133382,-71.3158866
January-9-2018,Single Family Residential,53 Beaver Rd,Weston,MA,2493,1222000,3,3.5,Weston,2502,61307,1963,51,488,,Sold,http://www.redfin.com/MA/Weston/53-Beaver-Rd-02493/home/8791732,MLS PIN,72188874,42.3269747,-71.3194824
July-27-2017,Vacant Land,126 Beaver Rd,Weston,MA,2493,1412500,,,Weston,,64356,,217,,,Sold,http://www.redfin.com/MA/Weston/126-Beaver-Rd-02493/home/8791853,MLS PIN,72167581,42.3229126,-71.317325
,Single Family Residential,303 Country Way,Needham,MA,2492,1730000,4,2.5,,4969,45738,2007,,348,,,http://www.redfin.com/MA/Needham/303-Country-Way-02492/home/8942274,,,42.2664002,-71.2596491
January-22-2018,Single Family Residential,31 Martin Rd,Wellesley,MA,2481,1105000,4,2.5,Wellesley,2160,10000,1935,38,512,,Sold,http://www.redfin.com/MA/Wellesley-Hills/31-Martin-Rd-02481/home/8994801,MLS PIN,72250103,42.307418,-71.3103189
October-26-2017,Single Family Residential,39 Centre St,Dover,MA,2030,1683206,5,5.5,Dover,6200,39312,2017,126,271,,Sold,http://www.redfin.com/MA/Dover/39-Centre-St-02030/home/11706759,MLS PIN,72168643,42.25024,-71.2763542
September-29-2017,Single Family Residential,10 Meadowbrook Rd,Dover,MA,2030,1050000,4,3,Dover,3492,48013,1958,153,301,,Sold,http://www.redfin.com/MA/Dover/10-Meadowbrook-Rd-02030/home/11705859,MLS PIN,72201690,42.2660823,-71.3068623
September-29-2017,Single Family Residential,47 Pleasant,Dover,MA,2030,1594125,5,5.5,Dover,6700,127195,1995,153,238,,Sold,http://www.redfin.com/MA/Dover/47-Pleasant-St-S-02030/home/11706224,MLS PIN,72133461,42.2605043,-71.3055631
August-3-2017,Single Family Residential,22 Main St,Dover,MA,2030,1290000,4,5.5,Dover,5106,28314,1904,210,253,,Sold,http://www.redfin.com/MA/Dover/22-Main-St-02030/home/11706515,MLS PIN,72127107,42.2519888,-71.2982089
November-9-2017,Single Family Residential,32 Cross St,Dover,MA,2030,1885000,5,5,Dover,4200,48352,2017,112,449,,Sold,http://www.redfin.com/MA/Dover/32-Cross-St-02030/home/11706856,MLS PIN,72195393,42.2512109,-71.2677697
August-4-2017,Single Family Residential,50 Willow St,Dover,MA,2030,2800000,4,4,Dover,9045,54450,2008,209,310,,Sold,http://www.redfin.com/MA/Dover/50-Willow-St-02030/home/11706889,MLS PIN,72039288,42.2562365,-71.2643591
March-31-2017,Single Family Residential,4 Raleigh Rd,Dover,MA,2030,1650000,4,4.5,Dover,5467,44312,1961,335,302,,Sold,http://www.redfin.com/MA/Dover/4-Raleigh-Rd-02030/home/11707263,MLS PIN,72106082,42.2447884,-71.3236581
,Single Family Residential,18 Whiting Rd,Dover,MA,2030,1455000,3,5.5,,5393,24947,2014,,270,,,http://www.redfin.com/MA/Dover/18-Whiting-Rd-02030/home/11707639,,,42.2421266,-71.2815996
July-7-2017,Single Family Residential,460 Park Dr,Boston,MA,2215,2162500,5,3.5,The Fenway,4107,2405,1900,237,527,,Sold,http://www.redfin.com/MA/Boston/460-Park-Dr-02215/home/9250987,MLS PIN,72156513,42.3458186,-71.1050176
August-17-2017,Single Family Residential,132 Carlton St,Brookline,MA,2446,3450000,10,9,Brookline,10527,11731,1908,196,328,,Sold,http://www.redfin.com/MA/Brookline/132-Carlton-St-02446/home/11441775,MLS PIN,72186679,42.3483809,-71.1093404
December-15-2017,Single Family Residential,17 Converse Ave,Newton,MA,2458,1095000,4,2.5,Newton,2500,8854,1947,76,438,,Sold,http://www.redfin.com/MA/Newton/17-Converse-Ave-02458/home/11412446,MLS PIN,72241881,42.3480188,-71.1892477
June-26-2017,Single Family Residential,63 CABOT St,Newton,MA,2458,1195000,4,4.5,Newton,4378,10110,1880,248,273,,Sold,http://www.redfin.com/MA/Newton/63-Cabot-St-02458/home/11412586,MLS PIN,72140623,42.3476896,-71.1921253
August-4-2017,Single Family Residential,30 Birch Hill Rd,Newton,MA,2465,1440000,5,3,West Newton Hill,3462,11550,1890,209,416,,Sold,http://www.redfin.com/MA/Newton/30-Birch-Hill-Rd-02465/home/11422631,MLS PIN,72174790,42.3476894,-71.2118499
January-5-2018,Single Family Residential,90 Hull St,Newton,MA,2460,1420000,6,3.5,Newtonville,3125,23064,1916,55,454,,Sold,http://www.redfin.com/MA/Newton/90-Hull-St-02460/home/11423461,MLS PIN,72238246,42.3438032,-71.2101792
September-1-2017,Single Family Residential,3 Davis Ave,Newton,MA,2465,1420000,4,3.5,West Newton,2600,12000,1851,181,546,,Sold,http://www.redfin.com/MA/West-Newton/3-Davis-Ave-02465/home/11425457,MLS PIN,72197181,42.3521045,-71.2249837
June-28-2017,Single Family Residential,19 Islington Rd,Newton,MA,2466,1250000,5,3.5,Auburndale,2765,25830,1935,246,452,,Sold,http://www.redfin.com/MA/Auburndale/19-Islington-Rd-02466/home/11436661,MLS PIN,72153128,42.3481327,-71.2533381
August-25-2017,Single Family Residential,12 Maple St,Newton,MA,2466,1745000,4,4.5,Auburndale,4172,11872,1885,188,418,,Sold,http://www.redfin.com/MA/Auburndale/12-Maple-St-02466/home/11440091,MLS PIN,72146378,42.3449682,-71.2434073
September-29-2017,Single Family Residential,18 Gambier,Newton,MA,2466,1539500,5,5,Auburndale,4100,8000,2017,153,375,,Sold,http://www.redfin.com/MA/Auburndale/18-Gambier-St-02466/home/11443263,MLS PIN,72198221,42.351896,-71.239501
August-16-2017,Single Family Residential,4 Crown St,Newton,MA,2466,1250000,4,3.5,Auburndale,3284,7829,1930,197,381,,Sold,http://www.redfin.com/MA/Auburndale/4-Crown-St-02466/home/11444118,MLS PIN,72173282,42.350695,-71.2450121
June-28-2017,Single Family Residential,93 Arlington St,Newton,MA,2458,1020000,3,1.5,Newton Corner,2574,6550,1930,246,396,,Sold,http://www.redfin.com/MA/Newton/93-Arlington-St-02458/home/11472831,MLS PIN,72141562,42.352526,-71.1790368
July-12-2017,Single Family Residential,93 Hyde Ave,Newton,MA,2458,1570000,4,3,Newton,3120,9593,1886,232,503,,Sold,http://www.redfin.com/MA/Newton/93-Hyde-Ave-02458/home/11473674,MLS PIN,72157618,42.3469601,-71.1865093
